Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Tot_Expenses,Tot_Purchases,Age,Tot_children,Income
34,1,9,7,9,5,1073,26,47,1,72117.0
81,2,2,1,3,6,55,8,38,1,21955.0
72,3,9,2,12,6,976,26,68,1,67131.0
23,1,1,0,3,5,20,5,44,1,36802.0
30,2,3,2,3,7,224,10,49,1,47808.0
15,3,3,0,3,9,101,9,50,1,25509.0
54,1,2,7,7,0,1165,17,72,0,85431.0
44,1,1,0,3,6,24,5,57,1,42664.0
59,2,5,1,5,8,269,13,47,0,28973.0
16,1,3,1,2,7,102,7,51,1,39435.0
1,1,2,3,13,1,461,19,40,0,65370.0
64,2,2,0,3,6,47,7,45,1,20194.0
72,3,2,1,4,5,144,10,48,2,42473.0
98,1,9,4,10,6,1338,24,56,0,64590.0
91,2,11,2,10,7,917,25,65,1,71232.0
8,5,5,2,5,8,318,17,53,2,34600.0
20,4,5,1,4,8,253,14,57,2,46904.0
6,5,6,3,6,6,502,20,51,1,49094.0
54,1,2,0,4,6,119,7,41,1,36075.0
72,13,2,2,12,8,1250,29,45,2,60839.0
89,1,3,9,13,1,1382,26,62,0,82122.0
69,5,3,3,3,6,255,14,72,2,34074.0
55,1,1,1,2,6,43,5,64,2,28520.0
13,1,3,2,8,3,398,14,69,1,62535.0
80,2,3,0,3,6,76,8,47,1,36273.0
97,2,6,3,4,4,902,15,60,2,63404.0
99,2,7,7,10,3,1179,26,48,1,78416.0
87,1,10,5,13,6,1921,29,50,1,75702.0
85,2,3,1,4,5,185,10,73,2,59385.0
82,2,1,1,2,7,34,6,73,2,44689.0
92,0,23,1,1,0,416,25,58,2,7144.0
2,1,4,6,6,1,1588,17,68,0,90369.0
74,1,3,5,8,3,1797,17,50,0,63159.0
71,6,4,4,7,9,1143,21,61,1,46757.0
72,1,4,3,6,1,914,14,55,0,79734.0
68,1,2,3,6,7,1502,12,32,0,63207.0
4,3,5,4,8,2,1338,20,70,1,72071.0
80,1,1,0,3,9,27,5,41,1,21840.0
15,2,9,2,9,5,763,22,42,1,58582.0
70,1,5,7,9,7,1331,22,73,0,72282.0
91,3,6,2,8,5,525,19,68,2,50387.0
10,1,1,0,2,7,9,4,63,2,32583.0
99,3,5,3,5,4,953,16,62,1,62568.0
25,2,2,0,3,7,68,7,53,2,44635.0
57,3,4,4,12,2,882,23,56,1,63967.0
84,2,9,5,9,7,1149,25,46,0,52513.0
51,1,1,1,2,8,37,5,55,1,25293.0
97,2,5,2,6,5,388,15,59,1,54111.0
13,1,4,6,5,2,1428,16,38,0,78394.0
92,1,3,11,9,1,1633,24,66,0,80739.0
30,3,4,1,2,9,173,10,49,1,22669.0
30,2,4,0,3,9,99,9,37,1,29236.0
11,3,4,1,4,7,215,12,65,1,44911.0
72,8,6,4,13,6,929,31,62,1,54693.0
39,3,4,1,4,7,219,12,50,1,48186.0
0,4,2,1,5,4,174,12,47,2,54809.0
15,3,2,1,3,5,92,9,46,2,41580.0
12,1,2,9,13,1,1052,25,54,0,80336.0
56,3,4,1,6,6,275,14,67,1,47743.0
39,2,7,4,3,6,587,16,69,1,62972.0
55,11,8,5,9,6,1662,33,70,1,57333.0
60,3,4,0,4,9,159,11,42,1,32313.0
73,1,3,10,4,2,1024,18,71,0,84953.0
90,2,2,0,3,6,35,7,56,1,27071.0
86,1,4,4,6,2,1042,15,67,0,68148.0
37,5,6,2,6,7,395,19,59,2,65735.0
7,1,6,10,6,5,557,23,49,0,86836.0
29,15,0,0,0,19,9,15,61,2,4023.0
19,1,2,0,3,7,69,6,34,0,30093.0
14,3,8,1,6,6,486,18,58,1,57705.0
72,2,1,0,3,8,34,6,36,1,25008.0
56,1,5,10,12,6,1365,28,29,0,83257.0
85,1,1,0,2,8,13,4,49,1,22280.0
62,1,4,6,10,2,1401,21,46,0,72159.0
1,1,4,5,4,3,1574,14,63,0,64260.0
28,1,8,4,7,4,1323,20,40,0,82733.0
70,4,10,8,10,6,1217,32,53,1,74290.0
84,1,2,0,4,6,103,7,73,3,58217.0
89,1,2,0,4,7,84,7,48,0,21024.0
73,1,2,8,12,1,1536,23,52,0,70116.0
42,2,8,1,7,7,581,18,39,1,54006.0
16,1,5,3,5,3,928,14,58,1,69063.0
16,1,1,0,2,6,14,4,49,0,11448.0
65,1,5,4,4,2,960,14,53,1,70886.0
13,11,8,3,7,7,656,29,51,2,60208.0
78,3,2,1,3,5,55,9,56,2,32889.0
51,1,1,0,3,6,20,5,40,1,34738.0
27,4,9,0,4,10,367,17,53,1,30538.0
30,1,5,10,6,2,2257,22,47,0,82326.0
71,2,2,0,3,6,42,7,57,1,26642.0
97,2,7,6,11,4,1049,26,60,1,69932.0
83,2,2,0,3,6,48,7,52,2,44503.0
3,6,6,2,11,6,685,25,76,1,60200.0
71,1,1,0,3,2,39,5,72,1,49638.0
3,1,1,0,3,7,43,5,37,0,23830.0
15,3,9,1,8,9,835,21,65,0,33051.0
52,1,3,7,9,1,1515,20,66,0,72905.0
8,2,7,7,10,4,1039,26,73,1,69702.0
89,3,5,5,13,8,1596,26,49,1,70300.0
66,1,5,8,4,6,1828,18,40,0,70643.0
22,2,1,1,2,7,34,6,55,1,30396.0
56,2,4,0,4,7,149,10,56,1,50616.0
74,1,5,6,11,2,946,23,55,1,62772.0
48,1,1,1,3,3,28,6,39,0,30298.0
67,2,7,1,7,7,450,17,40,1,52413.0
24,1,1,1,2,4,46,5,67,2,44155.0
67,1,5,5,5,2,1702,16,53,0,86979.0
38,4,9,5,7,5,820,25,49,2,76532.0
86,2,6,3,4,6,382,15,42,1,42081.0
87,1,4,7,8,1,2069,20,35,0,88420.0
62,2,2,0,3,8,72,7,39,1,31158.0
23,8,10,4,6,8,732,28,56,1,61671.0
99,1,2,3,5,1,801,11,50,0,69719.0
29,2,3,1,6,6,236,12,75,1,49160.0
90,1,4,6,4,1,1685,15,70,0,90933.0
9,0,27,0,0,1,277,27,79,0,113734.0
16,1,1,0,3,7,49,5,41,0,22148.0
94,1,4,4,6,2,397,15,37,0,73395.0
77,3,3,0,3,6,39,9,53,1,29819.0
20,2,3,1,8,4,306,14,56,1,45688.0
81,4,6,11,7,5,1028,28,53,1,60491.0
71,1,3,0,3,7,70,7,38,1,33235.0
36,1,1,0,3,6,46,5,65,0,35701.0
95,1,1,1,2,7,51,5,44,1,31535.0
32,0,3,5,13,0,1263,21,64,0,92556.0
32,2,7,8,5,5,1490,22,54,1,67384.0
93,3,5,5,5,8,1815,18,57,1,77870.0
24,6,10,5,10,8,1198,31,61,1,52278.0
44,7,4,4,8,8,416,23,56,1,57107.0
82,2,3,0,3,6,47,8,43,1,36038.0
72,1,1,0,2,7,21,4,59,2,34230.0
7,1,1,0,4,3,70,6,47,1,31878.0
57,2,6,2,12,3,909,22,52,1,70932.0
84,0,7,9,6,4,1676,22,68,0,91249.0
53,1,7,5,13,3,1735,26,81,0,77598.0
48,3,11,5,11,5,1191,30,65,2,80982.0
2,1,1,0,3,5,24,5,47,1,22701.0
45,1,3,3,7,2,1280,14,54,0,70617.0
42,1,9,3,6,5,1336,19,67,0,64849.0
29,5,9,3,7,7,749,24,59,2,62694.0
83,1,2,0,4,5,91,7,50,2,61917.0
93,2,4,2,7,3,414,15,77,1,67472.0
40,3,3,0,3,6,44,9,42,1,21059.0
47,2,3,1,2,7,63,8,56,2,29543.0
50,2,6,6,9,3,901,23,73,1,75903.0
40,2,1,0,3,7,38,6,49,2,34984.0
3,5,4,2,9,4,455,20,68,1,54998.0
62,3,11,2,8,8,775,24,75,1,54356.0
25,1,0,0,3,5,15,4,65,1,34242.0
48,1,1,0,4,4,38,6,51,1,25410.0
56,1,5,11,5,2,1512,22,40,0,73356.0
68,1,1,0,3,8,43,5,74,1,28320.0
64,1,1,0,3,7,42,5,47,1,23763.0
67,1,4,6,12,1,1089,23,40,0,72570.0
94,2,2,2,3,7,162,9,48,1,34529.0
82,2,3,4,10,3,1272,19,73,0,70792.0
3,2,3,8,7,2,1173,20,42,0,63211.0
24,1,4,7,10,1,816,22,50,1,83891.0
54,3,3,0,3,8,74,9,56,2,36065.0
96,1,3,1,4,5,157,9,81,0,51141.0
19,2,3,3,10,3,561,18,48,1,56939.0
60,1,4,4,10,1,1336,19,73,0,80872.0
2,1,10,4,8,8,2092,23,48,0,72335.0
13,1,4,2,9,4,463,16,60,0,61798.0
37,1,1,8,7,0,1130,17,74,0,76842.0
59,1,1,0,3,6,20,5,48,1,29478.0
55,5,5,3,5,7,377,18,68,1,46998.0
60,1,6,11,10,2,1544,28,34,0,96843.0
38,3,8,5,10,5,1012,26,59,1,70053.0
8,1,5,3,6,6,1766,15,62,0,71670.0
19,3,2,0,4,3,45,9,46,2,44359.0
32,3,3,1,3,9,161,10,72,2,40887.0
27,1,3,0,4,7,144,8,58,1,48877.0
58,1,6,7,12,3,1734,26,77,0,74485.0
59,2,8,2,10,5,823,22,52,1,64474.0
29,2,6,8,12,3,1138,28,61,1,77226.0
60,1,3,10,7,2,1429,21,75,0,72643.0
41,1,3,6,11,1,1371,21,46,0,85738.0
27,2,6,3,5,4,982,16,58,1,55686.0
28,1,1,0,3,4,44,5,41,1,39062.0
18,2,6,3,5,7,434,16,49,1,40794.0
0,0,25,0,0,1,359,25,55,1,4428.0
32,2,4,4,8,5,576,18,61,0,32632.0
2,4,3,0,4,7,88,11,56,2,38236.0
16,1,2,1,2,8,63,6,45,1,36781.0
56,1,1,0,2,8,27,4,40,1,31385.0
97,3,4,0,4,9,193,11,40,1,24570.0
35,0,5,7,9,1,2211,21,73,0,94642.0
3,1,2,1,4,4,140,8,62,1,58646.0
49,8,6,3,5,7,415,22,49,2,53201.0
45,6,4,1,5,7,263,16,46,2,57113.0
37,1,3,5,3,4,393,12,33,0,51373.0
39,3,3,0,4,8,147,10,38,1,23477.0
38,2,3,3,8,2,443,16,68,1,58116.0
8,1,5,5,8,3,1958,19,61,0,72968.0
89,2,3,1,4,7,174,10,53,1,39791.0
47,0,9,7,11,3,2217,27,77,0,91712.0
75,1,5,5,5,5,1691,16,66,1,94472.0
86,2,1,0,3,8,25,6,64,2,13672.0
4,0,7,6,8,2,809,21,44,0,96547.0
73,1,6,5,4,4,895,16,49,0,79205.0
46,3,4,3,8,4,484,18,49,1,56559.0
38,4,7,1,6,8,413,18,51,1,32644.0
73,1,4,1,6,3,331,12,44,1,67506.0
66,1,1,0,3,6,25,5,54,1,24206.0
36,1,1,0,2,6,13,4,57,1,28420.0
29,3,3,2,2,8,115,10,54,1,22979.0
29,1,0,0,3,3,16,4,58,0,33279.0
97,2,2,0,3,8,52,7,47,1,30368.0
61,3,8,4,8,5,1464,23,54,1,63684.0
68,4,5,5,3,8,441,17,60,1,41638.0
73,1,3,1,7,2,283,12,65,1,68805.0
90,3,8,2,10,5,747,23,58,1,65814.0
81,1,5,6,5,3,1870,17,66,0,71964.0
1,3,4,0,4,8,165,11,38,1,39146.0
79,1,7,7,9,2,1941,24,47,0,96876.0
92,6,11,2,8,9,839,27,43,0,34445.0
31,1,2,9,13,5,1655,25,66,0,68281.0
14,1,2,1,2,9,66,6,41,0,36790.0
89,3,2,0,3,8,37,8,57,2,27943.0
31,2,1,0,3,6,21,6,73,2,22263.0
75,1,0,0,3,8,22,4,52,3,30261.0
42,3,2,0,4,6,78,9,46,1,28587.0
53,1,2,0,3,6,79,6,42,1,43815.0
53,6,4,2,5,6,265,17,68,2,48195.0
23,2,8,3,6,4,1175,19,72,1,77027.0
57,2,8,5,13,4,1305,28,59,1,71322.0
49,2,2,0,4,5,46,8,45,1,32765.0
29,1,1,0,3,4,46,5,71,0,23272.0
5,4,10,5,7,8,874,26,75,1,49912.0
98,4,2,1,3,9,100,10,39,1,7500.0
80,2,11,8,4,6,930,25,77,1,68117.0
4,3,7,2,11,5,868,23,69,1,67225.0
70,3,3,0,3,8,45,9,48,1,17649.0
32,4,11,6,8,7,1260,29,49,1,55914.0
82,1,6,2,3,8,414,12,40,1,40059.0
27,2,3,3,7,2,392,15,74,1,60905.0
94,4,10,3,12,6,1109,29,47,2,75330.0
23,4,4,4,10,3,639,22,73,1,60689.0
97,1,2,0,3,7,79,6,40,1,38680.0
25,1,10,3,10,6,1665,24,42,0,61416.0
92,1,5,4,8,4,692,18,33,0,49767.0
98,10,4,6,9,7,1392,29,54,3,83273.0
19,2,2,0,3,6,44,7,43,1,29009.0
80,1,2,0,3,5,50,6,45,1,45057.0
80,8,4,3,6,7,467,21,53,1,37150.0
79,3,4,1,4,6,223,12,54,1,43020.0
50,1,3,1,4,4,158,9,65,1,53154.0
60,1,7,8,12,4,1211,28,51,0,65308.0
44,2,2,5,5,6,1575,14,54,1,76467.0
0,1,5,6,10,1,1208,22,77,0,81044.0
28,1,1,0,3,4,43,5,73,2,32871.0
35,6,7,2,6,7,527,21,49,2,55801.0
49,2,6,3,4,2,932,15,65,1,76320.0
46,2,3,0,3,8,71,8,69,2,36927.0
97,1,1,0,3,4,54,5,71,2,48794.0
51,1,3,0,3,8,129,7,59,0,23478.0
80,3,2,10,12,7,1615,27,51,1,71128.0
29,2,9,2,12,7,1088,25,74,1,59462.0
52,7,4,10,4,3,721,25,55,2,52350.90044356826
82,2,3,0,3,6,47,8,43,1,52350.90044356826
93,2,2,0,3,4,41,7,46,2,42554.0
92,2,4,5,4,2,993,15,73,1,67046.0
40,1,2,1,3,4,100,7,76,0,42192.0
70,2,4,7,4,7,1680,17,72,1,77610.0
96,2,3,0,4,5,98,9,40,1,31761.0
81,1,1,0,3,7,48,5,45,1,34350.0
63,3,6,2,8,5,519,19,75,1,54591.0
85,1,6,3,10,3,715,20,68,1,71866.0
95,1,9,6,5,5,1455,21,41,0,69520.0
11,2,5,5,7,4,602,19,54,1,64713.0
42,1,1,1,2,6,26,5,47,1,27889.0
77,1,2,1,3,5,102,7,64,0,22123.0
82,4,2,1,3,8,97,10,53,2,52350.90044356826
83,2,4,1,4,6,207,11,70,1,52350.90044356826
40,2,3,0,4,8,176,9,51,1,27803.0
95,3,6,1,5,7,450,15,69,1,52350.90044356826
32,4,6,2,5,8,433,17,64,1,51651.0
75,1,5,5,11,1,1564,22,81,0,52350.90044356826
61,1,4,6,7,2,961,18,32,0,87000.0
6,1,6,9,7,2,1518,23,65,1,79823.0
16,2,1,1,4,3,56,8,44,1,30828.0
39,1,0,0,3,4,22,4,53,1,34109.0
2,7,5,1,8,7,400,21,50,2,53367.0
49,1,1,0,2,7,26,4,55,0,22390.0
31,1,4,1,7,2,350,13,48,1,71322.0
90,1,1,0,3,5,40,5,74,2,48699.0
47,1,3,7,8,1,1367,19,49,0,80144.0
25,5,4,1,5,6,264,15,68,2,54252.0
60,2,4,4,10,6,2053,20,48,1,81929.0
67,1,2,3,4,6,1376,10,49,1,76068.0
40,1,1,0,3,4,45,5,48,2,53204.0
1,2,1,0,3,9,51,6,40,1,14796.0
89,2,8,4,6,3,1264,20,50,1,78128.0
40,1,2,0,4,6,75,7,52,0,14188.0
1,2,7,2,8,5,497,19,54,1,72967.0
24,3,5,1,4,7,266,13,75,1,48150.0
89,1,5,3,12,2,2006,21,63,0,82332.0
48,6,8,2,7,7,615,23,69,2,58275.0
31,1,7,3,13,6,1021,24,43,0,44953.0
68,2,1,0,3,4,22,6,71,2,34587.0
46,1,2,2,2,5,133,7,50,1,43018.0
92,5,7,1,6,7,437,19,70,1,45736.0
80,2,6,8,10,4,1013,26,55,1,66476.0
16,2,2,0,3,7,57,7,43,1,27733.0
50,2,6,8,11,2,1038,27,72,1,69805.0
93,1,3,10,8,2,1573,22,62,0,72217.0
51,1,0,1,2,7,28,4,53,1,25818.0
24,2,3,0,4,7,123,9,48,1,37509.0
79,1,1,0,2,7,13,4,48,2,25176.0
26,3,3,0,4,8,132,10,44,1,43586.0
86,4,5,2,12,5,732,23,68,1,53230.0
68,2,1,0,4,5,66,7,67,2,50116.0
60,1,4,3,10,2,1822,18,38,0,82333.0
3,4,8,4,7,6,1282,23,59,0,65220.0
65,1,1,0,2,7,8,4,50,3,33590.0
64,1,5,6,8,3,1931,20,48,0,72309.0
85,0,0,0,0,0,8,0,75,0,156924.0
69,3,2,1,2,8,103,8,44,1,16005.0
21,1,8,2,4,7,395,15,59,1,58692.0
30,5,3,4,3,6,258,15,55,2,40590.0
76,1,2,2,5,2,185,10,70,1,62637.0
11,4,3,2,2,9,180,11,58,2,29435.0
26,1,1,0,3,8,22,5,50,1,19346.0
34,2,2,0,3,6,44,7,53,2,35788.0
72,5,2,1,4,5,94,12,56,2,36997.0
13,1,2,0,4,6,81,7,67,0,23539.0
58,7,9,4,8,6,798,28,51,1,65333.0
12,1,11,3,4,4,1334,19,67,0,78499.0
23,1,2,0,2,9,38,5,53,1,29732.0
33,4,3,1,3,5,61,11,64,3,41275.0
30,4,4,1,7,5,300,16,51,2,63516.0
15,2,1,1,4,4,88,8,62,1,42769.0
25,2,2,0,3,7,54,7,66,2,49572.0
4,2,5,3,6,4,1782,16,52,0,69209.0
80,4,3,1,3,8,68,11,48,1,17148.0
16,2,2,0,4,6,66,8,41,1,32146.0
57,5,3,1,4,6,174,13,60,2,41713.0
9,1,1,0,3,3,28,5,49,1,34176.0
59,2,7,4,9,6,731,22,69,1,58482.0
78,1,4,1,6,4,274,12,59,1,59686.0
90,3,9,10,4,6,1701,26,60,1,60896.0
74,1,6,2,4,6,312,13,44,1,62994.0
10,6,5,1,8,6,414,20,67,1,47320.0
63,1,6,5,11,3,1565,23,75,0,74859.0
13,2,1,0,3,7,29,6,32,1,15253.0
98,2,2,1,3,8,94,8,50,1,31560.0
94,0,4,3,7,3,1092,14,34,0,91172.0
91,1,4,8,5,1,1479,18,40,0,90000.0
66,1,1,0,3,4,54,5,43,2,41967.0
14,1,9,1,7,6,568,18,59,1,69263.0
77,1,11,3,12,7,1199,27,54,0,65706.0
41,2,6,4,11,4,873,23,49,1,60934.0
21,3,6,3,5,3,1213,17,73,1,71965.0
25,2,9,3,8,6,731,22,69,1,65210.0
2,1,5,6,7,2,2043,19,49,0,79174.0
51,1,4,2,10,2,1893,17,57,0,81380.0
32,2,7,3,3,7,575,15,53,1,52914.0
49,3,3,0,3,8,56,9,50,1,26067.0
69,4,8,2,7,8,542,21,52,1,44325.0
23,3,2,1,3,5,69,9,46,1,26487.0
18,1,1,0,3,4,40,5,67,1,53233.0
8,4,7,4,13,5,1016,28,64,1,67716.0
21,1,8,3,11,3,907,23,52,1,76234.0
60,1,7,10,6,2,1566,24,68,0,84117.0
48,3,3,5,6,2,1169,17,67,0,65487.0
36,2,1,1,3,3,46,7,52,1,25224.0
36,1,7,5,12,2,1644,25,41,0,89616.0
63,1,1,1,2,7,59,5,53,2,40851.0
2,1,0,0,3,6,17,4,77,0,27469.0
38,1,7,7,10,3,1853,25,67,0,82347.0
61,2,9,5,6,6,1528,22,67,1,73803.0
52,4,3,0,3,8,35,10,72,2,8820.0
25,1,3,0,4,7,141,8,50,0,43322.0
63,2,6,6,3,6,546,17,51,1,55593.0
10,7,5,4,4,6,500,20,70,2,50501.0
65,4,3,0,3,8,61,10,49,2,37085.0
71,2,2,2,2,8,106,8,34,1,16185.0
0,4,8,8,6,6,704,26,55,1,57731.0
88,2,5,5,11,2,849,23,46,1,73807.0
80,6,3,1,5,8,199,15,56,2,35893.0
17,4,9,3,4,7,1147,20,44,1,61014.0
76,4,2,1,3,7,54,10,70,2,32144.0
52,1,1,0,3,6,43,5,61,1,14918.0
28,2,1,1,2,4,53,6,61,2,45146.0
31,6,8,1,7,8,521,22,69,1,41769.0
42,1,6,2,9,2,1623,18,43,0,88325.0
24,2,2,0,3,7,45,7,74,2,38054.0
42,1,4,6,8,2,1435,19,29,0,80617.0
12,0,1,0,0,13,32,1,48,1,5305.0
88,1,1,0,2,6,16,4,70,2,36807.0
73,4,6,1,6,7,415,17,39,1,40101.0
81,3,3,2,10,4,470,18,45,1,58025.0
7,4,3,2,2,7,53,11,45,1,7500.0
33,3,2,0,4,4,51,9,61,3,33562.0
24,3,7,6,6,4,679,22,54,1,57642.0
87,8,11,1,6,8,653,26,45,2,63777.0
39,5,4,2,8,5,468,19,62,1,57967.0
53,0,0,0,1,0,1679,1,46,0,52350.90044356826
9,2,2,1,2,7,50,7,52,2,24434.0
82,3,3,1,2,9,84,9,40,1,11012.0
71,2,9,4,12,8,1049,27,54,0,44802.0
50,1,0,0,3,4,22,4,38,0,26816.0
23,4,3,1,3,6,62,11,47,1,666666.0
46,2,9,3,4,5,1341,18,57,1,61223.0
91,1,2,3,13,6,1241,19,43,0,56981.0
8,2,6,5,10,3,843,23,68,1,69245.0
40,3,3,1,4,7,172,11,70,2,52869.0
